date,polarity
2020-01-01,0.0
2020-01-02,0.0
2020-01-03,0.0
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,0.0
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,-0.8614118695259094
2020-01-17,0.0
2020-01-20,-0.8509735465049744
2020-01-21,0.0
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,0.0
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,0.0
2020-02-03,0.0
2020-02-04,-0.0108897387981414
2020-02-05,0.9296942949295044
2020-02-06,0.0
2020-02-07,0.0
2020-02-10,-0.9683669209480286
2020-02-11,0.0142171382904052
2020-02-12,0.0
2020-02-13,0.8996036648750305
2020-02-14,0.0
2020-02-17,0.0
2020-02-18,0.942403256893158
2020-02-19,0.0
2020-02-20,0.0
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,0.0
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,-0.4559190329164267
2020-03-06,0.0
2020-03-09,0.0
2020-03-11,0.8657532334327698
2020-03-12,0.0
2020-03-13,0.0
2020-03-16,-0.2633475661277771
2020-03-17,0.0
2020-03-18,0.0
2020-03-19,0.0
2020-03-20,0.0
2020-03-23,0.0
2020-03-24,0.0
2020-03-25,0.0
2020-03-26,0.0
2020-03-27,-0.9307566285133362
2020-03-30,0.0
2020-03-31,0.579375684261322
2020-04-01,0.1661654859781265
2020-04-03,-0.5186925530433655
2020-04-07,-0.9610879421234132
2020-04-08,0.0
2020-04-09,0.0
2020-04-13,-0.9219766855239868
2020-04-15,0.0
2020-04-16,-0.9084367752075196
2020-04-17,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0319985933601856
2020-04-24,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,0.0
2020-05-04,0.0
2020-05-05,-0.9657201170921326
2020-05-06,-0.1721331179141998
2020-05-07,-0.9680020809173584
2020-05-08,-0.085805207490921
2020-05-11,0.9328299164772034
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,0.3012815515200296
2020-05-22,0.9230310916900636
2020-05-26,-0.9592094719409944
2020-05-27,0.7766340374946594
2020-05-28,0.0
2020-05-29,0.0
2020-06-01,0.3685793578624725
2020-06-02,0.0
2020-06-03,-0.3449737727642059
2020-06-04,0.9224146604537964
2020-06-05,-0.2144055068492889
2020-06-08,0.0
2020-06-09,-0.87932950258255
2020-06-10,0.7637144029140472
2020-06-11,0.0
2020-06-12,-0.9448205828666688
2020-06-15,-0.8035715619723002
2020-06-16,0.9323583543300628
2020-06-17,0.7802008986473083
2020-06-18,0.4505426334217191
2020-06-19,0.0
2020-06-22,0.7867375810941061
2020-06-23,0.783534586429596
2020-06-24,0.0
2020-06-25,0.8947118520736694
2020-06-26,0.0
2020-06-29,0.0
2020-06-30,-0.948939085006714
2020-07-01,0.0
2020-07-02,0.9333571195602416
2020-07-03,0.0
2020-07-06,0.4700676351785659
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,0.2479551434516906
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,-0.0145680606365203
2020-07-20,-0.0363788306713104
2020-07-21,0.3851443018232073
2020-07-22,0.1872151613235474
2020-07-23,0.2985001603762308
2020-07-24,0.7916064858436584
2020-07-27,0.0
2020-07-28,-0.1310352713335305
2020-07-29,0.6931004524230957
2020-07-30,0.0535463928245008
2020-07-31,0.0
2020-08-03,-0.0044282575448353
2020-08-04,0.7379856109619141
2020-08-05,0.0
2020-08-06,-0.9648103713989258
2020-08-07,0.9437777996063232
2020-08-10,-0.2728817462921143
2020-08-11,0.7914170622825623
2020-08-12,-0.3833283441407339
2020-08-13,-0.9613847583532332
2020-08-14,-0.3567956089973449
2020-08-17,-0.3711972475051879
2020-08-18,-0.2781457006931305
2020-08-19,0.1037682096163431
2020-08-20,0.2967853546142578
2020-08-21,0.4259077310562134
2020-08-24,-0.9102217555046082
2020-08-25,-0.0443620843191941
2020-08-26,0.4317320585250854
2020-08-27,0.4188421964645386
2020-08-28,0.8431226015090942
2020-08-31,0.6722190976142883
2020-09-01,-0.957451105117798
2020-09-02,0.6801487803459167
2020-09-03,0.1468681097030639
2020-09-04,0.0
2020-09-07,0.8832832972208658
2020-09-08,0.6397433429956436
2020-09-09,0.2391060988108317
2020-09-10,0.3853244483470917
2020-09-11,-0.912115752696991
2020-09-14,0.3333320319652558
2020-09-15,0.0
2020-09-16,-0.1470415294170379
2020-09-17,0.0
2020-09-18,0.5954115986824036
2020-09-21,0.5398663828770319
2020-09-22,0.3143566288053989
2020-09-23,-0.8162455558776855
2020-09-24,0.23127677043279
2020-09-25,-0.0907276570796966
2020-09-28,-0.0493873357772827
2020-09-29,-0.2361105978488922
2020-09-30,0.7384962439537048
2020-10-01,0.6975204348564148
2020-10-05,0.7261463403701782
2020-10-06,-0.1759969051927328
2020-10-07,0.5007926424344381
2020-10-08,0.5897620543837547
2020-10-09,0.7480194047093391
2020-10-12,0.3902952075004577
2020-10-13,0.5321361844738325
2020-10-14,0.5878449268639088
2020-10-15,0.4787188301032239
2020-10-16,0.3484293719132741
2020-10-19,0.4596823289990425
2020-10-20,0.7496628718716758
2020-10-21,0.1840790180223328
2020-10-22,0.1841113393194973
2020-10-23,-0.2964772857152499
2020-10-26,0.6688742901270206
2020-10-27,0.6559302893777689
2020-10-28,0.2273386095960935
2020-10-29,0.7402825595604049
2020-10-30,0.2941862314939499
2020-11-02,0.5273918179938426
2020-11-03,0.437415367678592
2020-11-04,0.5431948913947532
2020-11-05,0.5840344093739985
2020-11-06,0.4191959740387068
2020-11-09,0.3591089714318514
2020-11-10,-0.1678559865270341
2020-11-11,0.47326521710916
2020-11-12,0.4718905925750732
2020-11-13,0.2128129452466964
2020-11-17,0.4874629341065883
2020-11-18,0.6195760488510131
2020-11-19,0.6047877895512751
2020-11-20,0.0216476743419965
2020-11-23,0.4798187464475631
2020-11-24,0.5451126754283905
2020-11-25,-0.0071364492177963
2020-11-26,0.2165925055742263
2020-11-27,0.1308680847287177
2020-12-01,0.391921223141253
2020-12-02,0.2878413423895836
2020-12-03,0.0179439678788185
2020-12-04,0.2106449731758662
2020-12-07,0.3782417544951805
2020-12-08,0.3446804632743199
2020-12-09,-0.1428194046020507
2020-12-10,0.0188440829515457
2020-12-11,0.1324581947516311
2020-12-14,-0.2797331276039282
2020-12-15,0.2911635011434555
2020-12-16,0.7012583017349243
2020-12-17,0.5947089642286301
2020-12-18,-0.4676488466560841
2020-12-21,0.5336471324165662
2020-12-22,0.2156884130090475
2020-12-23,0.5943636894226074
2020-12-24,0.0308194775134324
2020-12-28,-0.6459115743637085
2020-12-29,0.302818402647972
2020-12-30,0.2307836227118969
2020-12-31,0.2117739301174878
2021-01-01,0.0
2021-01-04,0.0
2021-01-05,0.0
2021-01-06,0.0
2021-01-07,0.0
2021-01-08,0.0
2021-01-11,0.0
2021-01-12,0.0
2021-01-13,0.0
2021-01-14,0.0
2021-01-15,0.0
2021-01-18,0.0
2021-01-19,-0.9250664114952089
2021-01-20,0.9235660433769226
2021-01-21,0.0
2021-01-22,0.7897151112556458
2021-01-25,0.0
2021-01-27,0.0
2021-01-28,0.8089088797569275
2021-01-29,0.0
2021-02-01,0.917962372303009
2021-02-02,0.0
2021-02-03,0.0
2021-02-04,0.0
2021-02-05,0.0
2021-02-08,0.0
2021-02-09,0.0
2021-02-10,0.0
2021-02-11,0.0
2021-02-12,0.924903392791748
2021-02-15,-0.9462012648582458
2021-02-16,0.9422497153282166
2021-02-17,0.0
2021-02-18,0.0
2021-02-19,0.0
2021-02-22,0.9273640513420104
2021-02-23,0.7834581136703491
2021-02-24,0.0
2021-02-25,0.0
2021-02-26,0.0
2021-03-01,0.0
2021-03-02,0.4983285963535309
2021-03-03,0.0
2021-03-04,0.0
2021-03-05,0.0
2021-03-08,0.0
2021-03-09,0.0
2021-03-10,-0.0219424702227115
2021-03-12,0.0
2021-03-15,0.0
2021-03-16,0.9351849555969238
2021-03-17,0.0
2021-03-18,0.0
2021-03-19,0.0
2021-03-22,0.0
2021-03-23,0.0
2021-03-24,0.4258221983909607
2021-03-25,0.0192468836903572
2021-03-26,0.0
2021-03-30,0.0
2021-03-31,0.0
2021-04-01,0.0
2021-04-05,0.0
2021-04-06,0.0
2021-04-07,0.0
2021-04-08,0.0
2021-04-09,0.0
2021-04-12,0.552892878651619
2021-04-13,-0.872846245765686
2021-04-15,0.9298804998397828
2021-04-16,0.0
2021-04-19,0.0
2021-04-20,0.0
2021-04-22,0.9364438951015472
2021-04-23,-0.9257583618164062
2021-04-26,0.0
2021-04-27,0.0
2021-04-28,-0.94076406955719
2021-04-29,0.9206523299217224
2021-04-30,0.1712290495634079
2021-05-03,0.0326820015907288
2021-05-04,0.3543411095937093
2021-05-05,0.0
2021-05-06,0.918905943632126
2021-05-07,0.0
2021-05-10,0.0
2021-05-11,0.0
2021-05-12,0.0
2021-05-14,0.0
2021-05-17,0.4912182241678238
2021-05-18,0.0
2021-05-19,0.0
2021-05-20,0.0
2021-05-21,0.6175558380782604
2021-05-24,0.0
2021-05-25,0.9277333617210388
2021-05-26,0.9350734651088716
2021-05-27,0.0
2021-05-28,0.0
2021-05-31,0.936854600906372
2021-06-01,0.0
2021-06-02,0.5181409306824207
2021-06-03,0.0
2021-06-04,0.4166436791419983
2021-06-07,-0.0507097318768501
2021-06-08,0.0500935055315494
2021-06-09,0.0
2021-06-10,0.0
2021-06-11,0.0
2021-06-14,-0.9649059176445008
2021-06-15,0.0
2021-06-16,0.0
2021-06-17,0.0
2021-06-18,0.0
2021-06-21,0.0
2021-06-22,0.0
2021-06-23,0.0586301647126674
2021-06-24,0.9351370930671692
2021-06-25,0.1026964485645294
2021-06-28,0.5044931670029958
2021-06-29,0.0581813007593154
2021-06-30,0.2453313246369361
2021-07-01,0.0
2021-07-02,0.0
2021-07-05,0.0
2021-07-06,0.0
2021-07-07,0.0
2021-07-08,0.4243456516414881
2021-07-09,0.3240709106127421
2021-07-12,0.0635099826114518
2021-07-13,0.0728427370389301
2021-07-14,0.930339217185974
2021-07-15,0.6598968096077442
2021-07-16,0.0
2021-07-19,0.0
2021-07-20,0.0
2021-07-22,0.2831020429730415
2021-07-23,0.5463666468858719
2021-07-26,0.0712166925271352
2021-07-27,0.9333563297986984
2021-07-28,-0.0860339552164077
2021-07-29,0.2100301136573155
2021-07-30,-0.1926999986171722
2021-08-02,0.5715531125664711
2021-08-03,-0.9641952514648438
2021-08-04,0.1382819712162017
2021-08-05,0.8104344606399536
2021-08-06,0.5377200543880463
2021-08-09,-0.9647526741027832
2021-08-10,0.2706762254238128
2021-08-11,0.9341888427734376
2021-08-12,-0.3305033644040425
2021-08-13,0.2094723403453827
2021-08-16,0.0
2021-08-17,0.0520001202821731
2021-08-18,0.0
2021-08-20,-0.2866477693120639
2021-08-23,-0.2782013850907485
2021-08-24,-0.9048221111297609
2021-08-25,0.9009267489115396
2021-08-26,-0.0532098710536956
2021-08-27,0.3689239919185638
2021-08-30,0.6828247308731079
2021-08-31,0.2845081153015296
2021-09-01,-0.3333110213279724
2021-09-02,0.3376298248767852
2021-09-03,0.1701827496290207
2021-09-06,0.4304793414970239
2021-09-07,0.4465548197428385
2021-09-08,0.9311919212341307
2021-09-09,0.8115555842717489
2021-09-13,0.0
2021-09-14,-0.8537836670875549
2021-09-15,0.9274035692214966
2021-09-16,-0.1062580198049545
2021-09-17,0.0
2021-09-20,0.9004943072795868
2021-09-21,0.0
2021-09-22,0.7661229968070984
2021-09-23,0.8260972797870636
2021-09-24,0.6949318647384644
2021-09-27,0.123138852417469
2021-09-28,0.0
2021-09-29,0.6982950369517008
2021-09-30,0.824548602104187
2021-10-01,0.3936486393213271
2021-10-04,-0.0157952103763818
2021-10-05,0.9086887637774148
2021-10-06,0.1995408535003661
2021-10-07,0.3551847537358601
2021-10-08,-0.1126022589289479
2021-10-11,0.3834249248107274
2021-10-12,0.3477073110640049
2021-10-13,0.4887486614286899
2021-10-14,0.6922488185492429
2021-10-18,0.4983260380950841
2021-10-19,0.6361982184979651
2021-10-20,0.4358109997378455
2021-10-21,0.04808829848965
2021-10-22,-0.0258584320545195
2021-10-25,-0.2061740791218148
2021-10-26,0.3014895056302731
2021-10-27,0.511518337896892
2021-10-28,0.7396940221389134
2021-10-29,0.6806338503956795
2021-11-01,-0.1063853998978932
2021-11-02,0.4668746367096901
2021-11-03,0.1133231270042332
2021-11-04,0.0
2021-11-08,-0.1919372156262397
2021-11-09,0.167034912854433
2021-11-10,-0.8568065762519836
2021-11-11,0.7586325506369272
2021-11-12,0.4545008275243971
2021-11-15,0.4814294576644897
2021-11-16,0.0
2021-11-17,0.3234885931015014
2021-11-18,0.1789860526720682
2021-11-22,0.8896320581436157
2021-11-23,0.5351175814867019
2021-11-24,0.2788127462069194
2021-11-25,0.3231832981109619
2021-11-26,0.0
2021-11-29,0.9251115322113036
2021-11-30,-0.025001972913742
2021-12-01,0.176395571231842
2021-12-02,0.4661228060722351
2021-12-03,0.0
2021-12-06,0.7814125120639801
2021-12-07,0.9269444346427916
2021-12-08,0.0
2021-12-09,0.7378082647919655
2021-12-10,0.8050052026907603
2021-12-13,0.3184518069028854
2021-12-14,0.5083567053079605
2021-12-15,0.4576926007866859
2021-12-16,0.8878707885742188
2021-12-17,0.8753883466124535
2021-12-20,0.4757866859436035
2021-12-21,0.6594456930955251
2021-12-22,0.5054303159316381
2021-12-23,0.8709621429443359
2021-12-24,0.3623394668102264
2021-12-27,0.9406859874725342
2021-12-28,0.6836396853129069
2021-12-29,0.0
2021-12-30,0.0
2021-12-31,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,0.0
2022-01-17,0.9347832202911376
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-27,0.9377571940422058
2022-01-28,0.0
2022-01-31,0.8651511669158936
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.2442986220121383
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.911994695663452
2022-02-11,0.0
2022-02-14,0.0
2022-02-15,0.2785471379756927
2022-02-16,0.0
2022-02-17,0.6698818206787109
2022-02-18,0.8724245429039001
2022-02-21,0.0
2022-02-22,0.0
2022-02-23,0.9369738698005676
2022-02-24,0.0
2022-02-25,0.0
2022-02-28,0.0
2022-03-02,0.0
2022-03-03,0.0
2022-03-04,0.0
2022-03-07,0.0
2022-03-08,0.0736553966999054
2022-03-09,0.0
2022-03-10,0.0
2022-03-11,0.0
