date,polarity
2022-03-14,0.0
2022-03-15,0.0
2022-03-16,0.0
2022-03-17,0.0
2022-03-21,0.0
2022-03-22,0.0
2022-03-23,0.0
2022-03-24,0.0
2022-03-25,0.0
2022-03-28,0.0
2022-03-29,0.0
2022-03-30,0.0
2022-03-31,0.0
2022-04-01,0.0
2022-04-04,0.0
2022-04-05,0.0
2022-04-06,0.0
2022-04-07,0.0
2022-04-08,0.9279659986495972
2022-04-11,0.0
2022-04-12,0.9341242015361786
2022-04-13,0.0
2022-04-18,0.0
2022-04-19,0.9363007545471193
2022-04-20,-0.51385018825531
2022-04-21,-0.6814191341400146
2022-04-22,0.5938709378242493
2022-04-25,-0.4953755736351013
2022-04-26,0.9370520114898682
2022-04-27,0.914371391137441
2022-04-28,0.9158602952957152
2022-04-29,0.6293041557073593
2022-05-02,0.0
2022-05-04,0.0
2022-05-05,0.1906187534332275
2022-05-06,0.8441453576087952
2022-05-09,0.0
2022-05-10,0.0
2022-05-11,0.0
2022-05-12,0.6308798256019751
2022-05-13,0.0
2022-05-16,0.8580746054649353
2022-05-17,0.0
2022-05-18,0.0
2022-05-19,0.0
2022-05-20,0.1721493601799011
2022-05-23,0.0
2022-05-24,0.929961085319519
2022-05-25,-0.9585402607917786
2022-05-26,0.0
2022-05-27,0.0
2022-05-30,0.0385000060002009
2022-05-31,0.1603711247444152
2022-06-01,0.0
2022-06-02,0.0
2022-06-03,0.0
2022-06-06,0.0
2022-06-07,0.7988095283508301
2022-06-08,0.9281668066978456
2022-06-09,0.0
2022-06-10,0.9099747538566588
2022-06-13,-0.9480471611022948
2022-06-14,0.9268021583557128
2022-06-15,0.9204662442207336
2022-06-16,0.8980488181114197
2022-06-17,0.9391323328018188
2022-06-20,0.0
2022-06-21,0.0
2022-06-22,0.2575244903564453
2022-06-23,0.0
2022-06-24,0.0
2022-06-27,0.4655206520110369
2022-06-28,0.0
2022-06-29,-0.1855290383100509
2022-06-30,0.0
2022-07-01,0.0
2022-07-04,0.0
2022-07-05,0.0
2022-07-06,0.8984880447387695
2022-07-07,0.9310590624809264
2022-07-08,0.0
2022-07-11,0.0
2022-07-12,0.0
2022-07-13,0.0
2022-07-14,0.0
2022-07-15,0.0
2022-07-18,0.0
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,-0.7919148802757263
2022-07-22,-0.0056306421756743
2022-07-25,0.2305188477039337
2022-07-26,0.6270767358633188
2022-07-27,0.5692937937047746
2022-07-28,0.4079177241240229
2022-07-29,0.4906665083641807
2022-08-01,0.3241842463612556
2022-08-02,0.3469789698719978
2022-08-03,0.2664614275097847
2022-08-04,0.238671975210309
2022-08-05,0.9327926635742188
2022-08-08,-0.2195446364581585
2022-08-10,0.5963722616434097
2022-08-11,0.6068903859704732
2022-08-12,0.3761880539357662
2022-08-16,0.5240674894303083
2022-08-17,0.4521773278713226
2022-08-18,0.469668285548687
2022-08-19,0.6179030438264211
2022-08-22,0.0
2022-08-23,0.0
2022-08-24,0.0
2022-08-25,0.9247002601623536
2022-08-26,0.0442828560868898
2022-08-29,0.817072331905365
2022-08-30,0.0
2022-09-01,0.5809642821550369
2022-09-02,0.8628799915313721
2022-09-05,0.0
2022-09-06,0.7346700131893158
2022-09-07,0.835185706615448
2022-09-08,0.9365792274475098
2022-09-09,0.6351148560643196
2022-09-12,0.8471173048019409
2022-09-13,0.4356414601206779
2022-09-14,0.8559189140796661
2022-09-15,0.3890844310323397
2022-09-16,0.0907704681158065
2022-09-19,0.0
2022-09-20,-0.8753600716590881
2022-09-21,-0.7255945801734924
2022-09-22,0.938795268535614
2022-09-23,0.0
2022-09-26,0.9199928045272828
2022-09-27,0.5676152855157852
2022-09-28,0.0
2022-09-29,0.0
2022-09-30,0.1447211354970932
2022-10-03,-0.4552982375025749
2022-10-04,0.6601956337690353
2022-10-06,0.932792901992798
2022-10-07,-0.0152047276496886
2022-10-10,0.4560088515281677
2022-10-11,0.5845124100645384
2022-10-12,0.5947060627596719
2022-10-13,0.6077932313084602
2022-10-14,0.4773215543892648
2022-10-17,0.8597883532444636
2022-10-18,0.4129642248153686
2022-10-19,0.0711528460184733
2022-10-20,0.3389558204346233
2022-10-21,0.6434905529022217
2022-10-24,0.4409957684968647
2022-10-25,0.7480425663292408
2022-10-27,0.6168103984424046
2022-10-28,0.6713792756199837
2022-10-31,0.1104429489932954
2022-11-01,0.670159297233278
2022-11-02,0.4831099823117256
2022-11-03,0.6981441477934519
2022-11-04,0.6363078100340707
2022-11-07,0.1798439502716064
2022-11-09,0.5331494153610298
2022-11-10,0.0
2022-11-11,0.5312560175855955
2022-11-14,0.917888879776001
2022-11-15,0.2790928855538368
2022-11-16,-0.8914456963539124
2022-11-17,0.5987121956422925
2022-11-18,0.7923160195350647
2022-11-21,0.7441996783018112
2022-11-22,0.1862136274576187
2022-11-23,0.0
2022-11-24,-0.9035502672195436
2022-11-25,0.8407987952232361
2022-11-28,0.6755272597074509
2022-11-29,0.3587529212236404
2022-11-30,0.0308781191706657
2022-12-01,0.7213043669859568
2022-12-02,0.932677149772644
2022-12-05,0.6856829822063446
2022-12-06,0.481487475335598
2022-12-07,0.0
2022-12-08,0.0254188527663548
2022-12-09,0.8026515245437622
2022-12-12,-0.5097867747147878
2022-12-13,-0.8538936376571655
2022-12-14,0.8637956142425537
2022-12-15,-0.3062838613986969
2022-12-16,0.8489768505096436
2022-12-19,0.9372557699680328
2022-12-20,-0.4011848568916321
2022-12-21,0.0
2022-12-22,0.9236952662467957
2022-12-23,0.8999228477478027
2022-12-26,0.0613970607519149
2022-12-27,0.8907697796821594
2022-12-28,0.9388731718063354
2022-12-29,-0.8675102591514587
2022-12-30,0.0
2023-01-02,0.0
2023-01-03,0.8070194125175476
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-16,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-23,0.0
2023-01-24,0.9020849466323853
2023-01-25,-0.8547231554985046
2023-01-27,0.0
2023-01-30,-0.4720948934555053
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.6432423684746027
2023-02-03,0.0
2023-02-06,-0.1564767062664031
2023-02-07,-0.013678640127182
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-13,-0.9085114598274232
2023-02-14,0.301728864510854
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-20,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-27,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-06,0.0
2023-03-08,-0.0399296879768371
2023-03-09,0.4599538221955299
2023-03-10,0.0
2023-03-13,0.0
2023-03-14,0.8752949237823486
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.2040699273347854
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,0.0
2023-03-31,0.0
2023-04-03,0.0
2023-04-05,0.9282737374305724
2023-04-06,0.0
2023-04-10,0.9081472158432008
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.9289629757404329
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.930234670639038
2023-04-24,0.0
2023-04-25,0.0
2023-04-26,0.3005155722300211
2023-04-27,0.9107393026351928
2023-04-28,0.2278589950874447
2023-05-02,-0.9065728783607484
2023-05-03,0.1579393943150838
2023-05-04,0.7402545213699341
2023-05-05,0.4057639390230178
2023-05-08,0.9382309913635254
2023-05-09,0.5028366819024086
2023-05-10,0.0
2023-05-11,0.0
2023-05-12,0.0
2023-05-15,0.0536536574363708
2023-05-16,0.0
2023-05-17,0.9381171464920044
2023-05-18,0.0601029247045517
2023-05-19,0.2978883186976115
2023-05-22,0.0
2023-05-23,-0.1197119653224944
2023-05-24,0.3520315624773502
2023-05-25,0.0
2023-05-26,-0.9428580403327942
2023-05-29,0.0
2023-05-30,0.3052893429994583
2023-05-31,0.0
2023-06-01,0.931333601474762
2023-06-02,0.0
2023-06-05,0.0
2023-06-06,0.0
2023-06-07,0.0
2023-06-08,0.0
2023-06-09,0.0
2023-06-12,0.0
2023-06-13,0.9012803435325624
2023-06-14,0.0
2023-06-15,0.8270508944988251
2023-06-16,0.0
2023-06-19,0.1284548491239547
2023-06-20,0.9348058700561525
2023-06-21,0.937101662158966
2023-06-22,0.0
2023-06-23,0.8505590756734213
2023-06-26,0.0
2023-06-27,-0.5224207639694214
2023-06-28,0.1705773994326591
2023-06-30,0.0
2023-07-03,0.0
2023-07-04,0.0
2023-07-05,0.4852616041898727
2023-07-06,-0.5794621109962463
2023-07-07,-0.7663508653640747
2023-07-10,0.0
2023-07-11,0.885932207107544
2023-07-12,0.841427723566691
2023-07-13,-0.6499115029970804
2023-07-14,-0.6448569416999816
2023-07-17,0.4480754852294922
2023-07-18,0.3611697889864445
2023-07-19,0.8452319701512655
2023-07-20,0.0519861578941345
2023-07-21,0.2966049483844212
2023-07-24,0.469706369297845
2023-07-25,-0.0106291621923446
2023-07-26,-0.1628240435384214
2023-07-27,0.5830993592739105
2023-07-28,0.2485326720135552
2023-07-31,0.4207720106298273
2023-08-01,0.2879331906636556
2023-08-02,-0.3322619001070658
2023-08-03,-0.0236634016036987
2023-08-04,-0.1551205962896347
2023-08-07,0.6912796199321747
2023-08-08,-0.0454251170158386
2023-08-09,0.6683186665177345
2023-08-10,-0.3279195129871368
2023-08-11,0.8417785465717316
2023-08-14,0.3359074890613556
2023-08-16,0.7579362755641341
2023-08-17,0.0494675040245056
2023-08-18,0.8717727065086365
2023-08-21,-0.1801922678947448
2023-08-22,0.0
2023-08-23,0.0
2023-08-24,0.4339046999812125
2023-08-25,0.0810830295085907
2023-08-28,0.9121214747428894
2023-08-29,0.2153631318360567
2023-08-30,0.8710454106330872
2023-08-31,-0.058815449476242
2023-09-01,0.0
2023-09-04,0.6025157272815704
2023-09-05,0.8045715689659119
2023-09-06,0.0
2023-09-07,0.0
2023-09-08,0.8755765855312347
2023-09-11,0.8276978135108948
2023-09-12,0.9015050530433656
2023-09-13,0.9258902668952942
2023-09-14,0.814706563949585
2023-09-15,-0.0063207739343246
2023-09-18,0.841667652130127
2023-09-20,0.3023920059204101
2023-09-21,-0.5448225140571594
2023-09-22,0.3569224029779434
2023-09-25,0.9259278774261476
2023-09-26,0.6776320338249207
2023-09-27,0.5357062816619873
2023-09-28,0.0
2023-09-29,0.8476420044898987
2023-10-03,0.2213728626569111
2023-10-04,0.9308348894119264
2023-10-05,0.4774630591273308
2023-10-06,0.0
2023-10-09,-0.932959794998169
2023-10-10,0.3418350517749786
2023-10-11,0.0458864718675613
2023-10-12,-0.1368027670042855
2023-10-13,0.2368540403743585
2023-10-16,0.5439919643104076
2023-10-17,0.6651024706661701
2023-10-18,0.7847736299037933
2023-10-19,0.5833290761167352
2023-10-20,0.3497644260525703
2023-10-23,0.5663407643636068
2023-10-25,0.1387604892253875
2023-10-26,0.0
2023-10-27,0.492636698942918
2023-10-30,0.7040935267101635
2023-10-31,0.930782288312912
2023-11-01,0.6653663665056229
2023-11-02,-0.0203672349452972
2023-11-03,-0.0092730820178986
2023-11-06,0.2610450655221938
2023-11-07,0.6455665349960327
2023-11-08,0.3435303680598735
2023-11-09,0.0624067435661952
2023-11-10,0.2520622350275517
2023-11-13,0.917888641357422
2023-11-15,-0.073513314127922
2023-11-16,-0.4816791117191314
2023-11-17,0.8457379341125488
2023-11-20,0.0
2023-11-21,0.0
2023-11-22,0.0
2023-11-23,0.0
2023-11-24,0.8890080650647482
2023-11-28,0.0
2023-11-29,0.0
2023-11-30,0.4911141991615295
2023-12-01,0.9267632067203522
2023-12-04,-0.9494054317474364
2023-12-05,-0.0999813601374626
2023-12-06,0.6132990767558416
2023-12-07,0.9149962663650512
2023-12-08,0.0
2023-12-11,0.8868434429168701
2023-12-12,0.4862194545567035
2023-12-13,0.0637104585766792
2023-12-14,0.8504899144172668
2023-12-15,-0.4964184165000915
2023-12-18,0.6284192353487015
2023-12-19,0.0
2023-12-20,0.0
2023-12-21,0.0
2023-12-22,0.0
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,0.6270607709884644
2023-12-29,0.728760838508606
2024-01-01,0.0
2024-01-02,0.0
2024-01-03,0.8291381597518921
2024-01-04,0.0
2024-01-05,0.0
2024-01-08,0.3412418365478515
2024-01-09,0.9327948888142904
2024-01-10,0.0
2024-01-11,-0.0070666372776031
2024-01-12,0.8058188736438752
2024-01-15,0.4427015244960784
2024-01-16,-0.0394589900970458
2024-01-17,0.3107538595795631
2024-01-18,0.5083407076696554
2024-01-19,0.2061533890664577
2024-01-23,0.907956451177597
2024-01-24,0.0
2024-01-25,0.031041532754898
2024-01-29,0.5868147537112236
2024-01-30,0.9375014305114746
2024-01-31,0.3925109505653381
2024-02-01,0.0
2024-02-02,0.7643500566482544
2024-02-05,0.0
2024-02-06,0.35811339939634
2024-02-07,0.9377986639738084
2024-02-08,0.0
2024-02-09,0.0
2024-02-12,0.9219549894332886
2024-02-13,0.0
2024-02-14,0.0
2024-02-15,-0.6858159899711609
2024-02-16,0.0
2024-02-19,0.3326357901096344
2024-02-20,0.9223420023918152
2024-02-21,0.0
2024-02-22,0.6346582770347595
2024-02-23,0.519253708422184
2024-02-26,-0.6179812550544739
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,0.0
2024-03-01,0.9353474378585817
2024-03-04,0.0
2024-03-05,0.0
2024-03-06,0.0
2024-03-07,-0.0170059502124786
2024-03-11,0.8553359508514404
2024-03-12,0.913979023694992
2024-03-13,0.0
2024-03-14,0.0
2024-03-15,0.0
2024-03-18,0.5350342194239298
2024-03-19,0.0
2024-03-20,0.893337607383728
2024-03-21,0.0
2024-03-22,0.9412205815315248
2024-03-26,0.0
2024-03-27,0.0
2024-03-28,0.3649587333202362
2024-04-01,0.0
2024-04-02,0.8244940638542175
2024-04-03,0.9264362454414368
2024-04-04,0.0
2024-04-05,0.9376466870307922
2024-04-08,0.8950466513633728
2024-04-09,0.9070134162902832
2024-04-10,0.9333431720733644
2024-04-12,0.0
2024-04-15,0.8039099276065826
2024-04-16,0.0
2024-04-18,0.5583280883729458
2024-04-19,-0.0103839279285498
2024-04-22,0.2437587734311819
2024-04-23,0.0345071665942668
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-29,0.0
2024-04-30,0.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,0.0
2024-05-10,0.0
2024-05-13,0.0
2024-05-14,0.0
2024-05-15,0.0
2024-05-16,0.0
2024-05-17,0.0
2024-05-21,0.0
2024-05-22,0.0
2024-05-23,0.0
2024-05-24,0.0
2024-05-27,0.0
2024-05-28,0.0
2024-05-29,0.0
2024-05-30,0.0
2024-05-31,0.0
