Date,Open,High,Low,Close,Volume,polarity_mean
2020-01-01,12202.15039,12222.2002,12165.2998,12182.5,304100.0,0.0
2020-01-02,12198.5498,12289.90039,12195.25,12282.2002,407700.0,0.0
2020-01-03,12261.09961,12265.59961,12191.34961,12226.65039,428800.0,0.0
2020-01-06,12170.59961,12179.09961,11974.2002,11993.0498,396500.0,0.0
2020-01-07,12079.09961,12152.15039,12005.34961,12052.9502,447800.0,0.0
2020-01-08,11939.09961,12044.9502,11929.59961,12025.34961,446000.0,0.0
2020-01-09,12153.15039,12224.0498,12132.5498,12215.90039,477500.0,0.0
2020-01-10,12271.0,12311.2002,12213.2002,12256.7998,660600.0,0.0
2020-01-13,12296.7002,12337.75,12285.7998,12329.5498,501000.0,0.0
2020-01-14,12333.09961,12374.25,12308.7002,12362.2998,616300.0,0.0
2020-01-15,12349.40039,12355.15039,12278.75,12343.2998,684400.0,0.0
2020-01-16,12347.09961,12389.0498,12315.7998,12355.5,395700.0,-0.8614118695259094
2020-01-17,12328.40039,12385.4502,12321.40039,12352.34961,502100.0,0.0
2020-01-20,12430.5,12430.5,12216.90039,12224.5498,491600.0,-0.8509735465049744
2020-01-21,12195.2998,12230.0498,12162.2998,12169.84961,400.0,0.0
2020-01-22,12218.34961,12225.0498,12087.90039,12106.90039,500.0,0.0
2020-01-23,12123.75,12189.0,12094.09961,12180.34961,867700.0,0.0
2020-01-24,12174.5498,12272.15039,12149.65039,12248.25,593200.0,0.0
2020-01-27,12197.09961,12216.59961,12107.0,12119.0,441200.0,0.0
2020-01-28,12148.09961,12163.5498,12024.5,12055.7998,478500.0,0.0
2020-01-29,12114.90039,12169.59961,12103.7998,12129.5,514400.0,0.0
2020-01-30,12147.75,12150.2998,12010.59961,12035.7998,538100.0,0.0
2020-01-31,12100.40039,12103.5498,11945.84961,11962.09961,771300.0,0.0
2020-02-03,11627.4502,11749.84961,11614.5,11707.90039,669800.0,0.0
2020-02-04,11786.25,11986.15039,11783.40039,11979.65039,560400.0,-0.0108897387981414
2020-02-05,12005.84961,12098.15039,11953.34961,12089.15039,758000.0,0.9296942949295044
2020-02-06,12120.0,12160.59961,12084.65039,12137.9502,565100.0,0.0
2020-02-07,12151.15039,12154.7002,12073.9502,12098.34961,473500.0,0.0
2020-02-10,12102.34961,12103.5498,11990.75,12031.5,524700.0,-0.9683669209480286
2020-02-11,12108.40039,12172.2998,12099.0,12107.90039,480000.0,0.0142171382904052
2020-02-12,12151.0,12231.75,12144.2998,12201.2002,411700.0,0.0
2020-02-13,12219.5498,12225.65039,12139.7998,12174.65039,501200.0,0.8996036648750305
2020-02-14,12190.15039,12246.7002,12091.2002,12113.4502,622800.0,0.0
2020-02-17,12131.7998,12159.59961,12037.0,12045.7998,0.0,0.0
2020-02-18,12028.25,12030.75,11908.0498,11992.5,676900.0,0.942403256893158
2020-02-19,12090.59961,12134.7002,12042.09961,12125.90039,513600.0,0.0
2020-02-20,12119.0,12152.0,12071.4502,12080.84961,502600.0,0.0
2020-02-24,12012.5498,12012.5498,11813.40039,11829.40039,490800.0,0.0
2020-02-25,11877.5,11883.0498,11779.90039,11797.90039,461000.0,0.0
2020-02-26,11738.5498,11783.25,11639.59961,11678.5,567600.0,0.0
2020-02-27,11661.25,11663.84961,11536.7002,11633.2998,608600.0,0.0
2020-02-28,11382.0,11384.7998,11175.0498,11201.75,809900.0,0.0
2020-03-02,11387.34961,11433.0,11036.25,11132.75,680800.0,0.0
2020-03-03,11217.5498,11342.25,11152.5498,11303.2998,696500.0,0.0
2020-03-04,11351.34961,11356.59961,11082.15039,11251.0,797700.0,0.0
2020-03-05,11306.0498,11389.5,11244.59961,11269.0,1352500.0,-0.4559190329164267
2020-03-06,10942.65039,11035.09961,10827.40039,10989.4502,1811000.0,0.0
2020-03-09,10742.0498,10751.5498,10294.4502,10451.4502,1565500.0,0.0
2020-03-11,10334.2998,10545.09961,10334.0,10458.40039,1218500.0,0.8657532334327698
2020-03-12,10039.9502,10040.75,9508.0,9590.150391,1343500.0,0.0
2020-03-13,9107.599609,10159.40039,8555.150391,9955.200195,1388000.0,0.0
2020-03-16,9587.799805,9602.200195,9165.099609,9197.400391,897700.0,-0.2633475661277771
2020-03-17,9285.400391,9403.799805,8915.599609,8967.049805,935600.0,0.0
2020-03-18,9088.450195,9127.549805,8407.049805,8468.799805,1516600.0,0.0
2020-03-19,8063.299805,8575.450195,7832.549805,8263.450195,925700.0,0.0
2020-03-20,8284.450195,8883.0,8178.200195,8745.450195,1071500.0,0.0
2020-03-23,7945.700195,8159.25,7583.600098,7610.25,653500.0,0.0
2020-03-24,7848.299805,8036.950195,7511.100098,7801.049805,738400.0,0.0
2020-03-25,7735.149902,8376.75,7714.75,8317.849609,736900.0,0.0
2020-03-26,8451.0,8749.049805,8304.900391,8641.450195,865600.0,0.0
2020-03-27,8949.099609,9038.900391,8522.900391,8660.25,801500.0,-0.9307566285133362
2020-03-30,8385.950195,8576.0,8244.0,8281.099609,593300.0,0.0
2020-03-31,8529.349609,8678.299805,8358.0,8597.75,712700.0,0.579375684261322
2020-04-01,8584.099609,8588.099609,8198.349609,8253.799805,506300.0,0.1661654859781265
2020-04-03,8356.549805,8356.549805,8055.799805,8083.799805,697000.0,-0.5186925530433655
2020-04-07,8446.299805,8819.400391,8360.950195,8792.200195,814200.0,-0.9610879421234132
2020-04-08,8688.900391,9131.700195,8653.900391,8748.75,896500.0,0.0
2020-04-09,8973.049805,9128.349609,8904.549805,9111.900391,742100.0,0.0
2020-04-13,9103.950195,9112.049805,8912.400391,8993.849609,644000.0,-0.9219766855239868
2020-04-15,9196.400391,9261.200195,8874.099609,8925.299805,879100.0,0.0
2020-04-16,8851.25,9053.75,8821.900391,8992.799805,719400.0,-0.9084367752075196
2020-04-17,9323.450195,9324.0,9091.349609,9266.75,684200.0,0.0
2020-04-20,9390.200195,9390.849609,9230.799805,9261.849609,726400.0,0.0
2020-04-21,9016.950195,9044.400391,8909.400391,8981.450195,655100.0,0.0
2020-04-22,9026.75,9209.75,8946.25,9187.299805,734400.0,0.0
2020-04-23,9232.349609,9343.599609,9170.150391,9313.900391,666700.0,0.0319985933601856
2020-04-24,9163.900391,9296.900391,9141.299805,9154.400391,659400.0,0.0
2020-04-27,9259.700195,9377.099609,9250.349609,9282.299805,512800.0,0.0
2020-04-28,9389.799805,9404.400391,9260.0,9380.900391,614500.0,0.0
2020-04-29,9408.599609,9599.849609,9392.349609,9553.349609,653000.0,0.0
2020-04-30,9753.5,9889.049805,9731.5,9859.900391,931200.0,0.0
2020-05-04,9533.5,9533.5,9266.950195,9293.5,687500.0,0.0
2020-05-05,9429.400391,9450.900391,9190.75,9205.599609,725200.0,-0.9657201170921326
2020-05-06,9226.799805,9346.900391,9116.5,9270.900391,722200.0,-0.1721331179141998
2020-05-07,9234.049805,9277.849609,9175.900391,9199.049805,708700.0,-0.9680020809173584
2020-05-08,9376.950195,9382.650391,9238.200195,9251.5,609100.0,-0.085805207490921
2020-05-11,9348.150391,9439.900391,9219.950195,9239.200195,704600.0,0.9328299164772034
2020-05-12,9168.849609,9240.849609,9043.950195,9196.549805,805500.0,0.0
2020-05-13,9584.200195,9584.5,9351.099609,9383.549805,846400.0,0.0
2020-05-14,9213.950195,9281.099609,9119.75,9142.75,602600.0,0.0
2020-05-15,9182.400391,9182.400391,9050.0,9136.849609,575900.0,0.0
2020-05-18,9158.299805,9158.299805,8806.75,8823.25,773000.0,0.0
2020-05-19,8961.700195,9030.349609,8855.299805,8879.099609,762200.0,0.0
2020-05-20,8889.150391,9093.799805,8875.349609,9066.549805,622300.0,0.0
2020-05-21,9079.450195,9178.549805,9056.099609,9106.25,631500.0,0.3012815515200296
2020-05-22,9067.900391,9149.599609,8968.549805,9039.25,675800.0,0.9230310916900636
2020-05-26,9099.75,9161.650391,8996.650391,9029.049805,655000.0,-0.9592094719409944
2020-05-27,9082.200195,9334.0,9004.25,9314.950195,763500.0,0.7766340374946594
2020-05-28,9364.950195,9511.25,9336.5,9490.099609,837900.0,0.0
2020-05-29,9422.200195,9598.849609,9376.900391,9580.299805,967000.0,0.0
2020-06-01,9726.849609,9931.599609,9706.950195,9826.150391,794200.0,0.3685793578624725
2020-06-02,9880.849609,9995.599609,9824.049805,9979.099609,770200.0,0.0
2020-06-03,10108.2998,10176.2002,10035.5498,10061.5498,794700.0,-0.3449737727642059
2020-06-04,10054.25,10123.84961,9944.25,10029.09961,775100.0,0.9224146604537964
2020-06-05,10093.7998,10177.7998,10040.75,10142.15039,987100.0,-0.2144055068492889
2020-06-08,10326.75,10328.5,10120.25,10167.4502,936500.0,0.0
2020-06-09,10181.15039,10291.15039,10021.4502,10046.65039,754200.0,-0.87932950258255
2020-06-10,10072.59961,10148.75,10036.84961,10116.15039,632400.0,0.7637144029140472
2020-06-11,10094.09961,10112.0498,9885.049805,9902.0,715500.0,0.0
2020-06-12,9544.950195,9996.049805,9544.349609,9972.900391,796300.0,-0.9448205828666688
2020-06-15,9919.349609,9943.349609,9726.349609,9813.700195,716100.0,-0.8035715619723002
2020-06-16,10014.7998,10046.15039,9728.5,9914.0,899900.0,0.9323583543300628
2020-06-17,9876.700195,10003.59961,9833.799805,9881.150391,685400.0,0.7802008986473083
2020-06-18,9863.25,10111.2002,9845.049805,10091.65039,622900.0,0.4505426334217191
2020-06-19,10119.0,10272.40039,10072.65039,10244.40039,892100.0,0.0
2020-06-22,10318.75,10393.65039,10277.59961,10311.2002,685400.0,0.7867375810941061
2020-06-23,10347.9502,10484.7002,10301.75,10471.0,669200.0,0.783534586429596
2020-06-24,10529.25,10553.15039,10281.9502,10305.2998,854800.0,0.0
2020-06-25,10235.5498,10361.7998,10194.5,10288.90039,994200.0,0.8947118520736694
2020-06-26,10378.90039,10409.84961,10311.25,10383.0,671900.0,0.0
2020-06-29,10311.9502,10337.9502,10223.59961,10312.40039,574500.0,0.0
2020-06-30,10382.59961,10401.0498,10267.34961,10302.09961,556200.0,-0.948939085006714
2020-07-01,10323.7998,10447.0498,10299.59961,10430.0498,573600.0,0.0
2020-07-02,10493.0498,10598.2002,10485.5498,10551.7002,597400.0,0.9333571195602416
2020-07-03,10614.9502,10631.2998,10562.65039,10607.34961,525200.0,0.0
2020-07-06,10723.84961,10811.40039,10695.09961,10763.65039,571200.0,0.4700676351785659
2020-07-07,10802.84961,10813.7998,10689.7002,10799.65039,636800.0,0.0
2020-07-08,10818.65039,10847.84961,10676.5498,10705.75,767900.0,0.0
2020-07-09,10755.5498,10836.84961,10733.0,10813.4502,618700.0,0.0
2020-07-10,10764.09961,10819.40039,10713.0,10768.0498,590700.0,0.0
2020-07-13,10851.84961,10894.0498,10756.0498,10802.7002,554100.0,0.2479551434516906
2020-07-14,10750.84961,10755.65039,10562.90039,10607.34961,532400.0,0.0
2020-07-15,10701.0,10827.4502,10577.75,10618.2002,715900.0,0.0
2020-07-16,10706.2002,10755.2998,10595.2002,10739.9502,694400.0,0.0
2020-07-17,10752.0,10933.4502,10749.65039,10901.7002,676900.0,-0.0145680606365203
2020-07-20,10999.4502,11037.90039,10953.0,11022.2002,554300.0,-0.0363788306713104
2020-07-21,11126.09961,11179.5498,11113.25,11162.25,772000.0,0.3851443018232073
2020-07-22,11231.2002,11238.09961,11056.5498,11132.59961,765100.0,0.1872151613235474
2020-07-23,11135.0,11239.7998,11103.15039,11215.4502,621600.0,0.2985001603762308
2020-07-24,11149.9502,11225.40039,11090.2998,11194.15039,678900.0,0.7916064858436584
2020-07-27,11225.0,11225.0,11087.84961,11131.7998,588100.0,0.0
2020-07-28,11154.09961,11317.75,11151.40039,11300.5498,683900.0,-0.1310352713335305
2020-07-29,11276.90039,11341.40039,11149.75,11202.84961,600700.0,0.6931004524230957
2020-07-30,11254.2998,11299.9502,11084.9502,11102.15039,677800.0,0.0535463928245008
2020-07-31,11139.5,11150.40039,11026.65039,11073.4502,642600.0,0.0
2020-08-03,11057.5498,11058.0498,10882.25,10891.59961,680900.0,-0.0044282575448353
2020-08-04,10946.65039,11112.25,10908.09961,11095.25,625700.0,0.7379856109619141
2020-08-05,11155.75,11225.65039,11064.0498,11101.65039,667600.0,0.0
2020-08-06,11185.7002,11256.7998,11127.2998,11200.15039,600400.0,-0.9648103713989258
2020-08-07,11186.65039,11231.90039,11142.0498,11214.0498,452600.0,0.9437777996063232
2020-08-10,11270.25,11337.2998,11238.0,11270.15039,492000.0,-0.2728817462921143
2020-08-11,11322.25,11373.59961,11299.15039,11322.5,586100.0,0.7914170622825623
2020-08-12,11289.0,11322.0,11242.65039,11308.40039,609900.0,-0.3833283441407339
2020-08-13,11334.84961,11359.2998,11269.9502,11300.4502,562400.0,-0.9613847583532332
2020-08-14,11353.2998,11366.25,11111.4502,11178.40039,645100.0,-0.3567956089973449
2020-08-17,11248.90039,11267.09961,11144.5,11247.09961,634000.0,-0.3711972475051879
2020-08-18,11259.7998,11401.7002,11253.15039,11385.34961,579200.0,-0.2781457006931305
2020-08-19,11452.15039,11460.34961,11394.09961,11408.40039,626200.0,0.1037682096163431
2020-08-20,11317.4502,11361.4502,11289.7998,11312.2002,791600.0,0.2967853546142578
2020-08-21,11409.65039,11418.5,11362.2002,11371.59961,668700.0,0.4259077310562134
2020-08-24,11412.0,11497.25,11410.65039,11466.4502,532900.0,-0.9102217555046082
2020-08-25,11513.09961,11525.90039,11423.34961,11472.25,638200.0,-0.0443620843191941
2020-08-26,11512.84961,11561.75,11461.84961,11549.59961,743400.0,0.4317320585250854
2020-08-27,11609.2998,11617.34961,11540.59961,11559.25,719800.0,0.4188421964645386
2020-08-28,11602.9502,11686.0498,11589.40039,11647.59961,807000.0,0.8431226015090942
2020-08-31,11777.5498,11794.25,11325.84961,11387.5,1371800.0,0.6722190976142883
2020-09-01,11464.2998,11553.5498,11366.90039,11470.25,783800.0,-0.957451105117798
2020-09-02,11478.5498,11554.75,11430.40039,11535.0,593500.0,0.6801487803459167
2020-09-03,11566.2002,11584.9502,11507.65039,11527.4502,607100.0,0.1468681097030639
2020-09-04,11354.40039,11452.0498,11303.65039,11333.84961,681300.0,0.0
2020-09-07,11359.59961,11381.15039,11251.7002,11355.0498,560300.0,0.8832832972208658
2020-09-08,11378.5498,11437.25,11290.4502,11317.34961,572200.0,0.6397433429956436
2020-09-09,11218.59961,11298.15039,11185.15039,11278.0,728900.0,0.2391060988108317
2020-09-10,11363.2998,11464.0498,11327.40039,11449.25,679400.0,0.3853244483470917
2020-09-11,11447.7998,11493.5,11419.90039,11464.4502,554800.0,-0.912115752696991
2020-09-14,11540.15039,11568.90039,11383.5498,11440.0498,642300.0,0.3333320319652558
2020-09-15,11487.2002,11535.9502,11442.25,11521.7998,506700.0,0.0
2020-09-16,11538.4502,11618.09961,11516.75,11604.5498,527800.0,-0.1470415294170379
2020-09-17,11539.40039,11587.2002,11498.5,11516.09961,0.0,0.0
2020-09-18,11584.09961,11584.09961,11446.09961,11504.9502,764200.0,0.5954115986824036
2020-09-21,11503.7998,11535.25,11218.5,11250.5498,602900.0,0.5398663828770319
2020-09-22,11301.75,11302.2002,11084.65039,11153.65039,672200.0,0.3143566288053989
2020-09-23,11258.75,11259.5498,11024.40039,11131.84961,714900.0,-0.8162455558776855
2020-09-24,11011.0,11015.2998,10790.2002,10805.5498,706100.0,0.23127677043279
2020-09-25,10910.40039,11072.59961,10854.84961,11050.25,559600.0,-0.0907276570796966
2020-09-28,11140.84961,11239.34961,11099.84961,11227.5498,472800.0,-0.0493873357772827
2020-09-29,11288.59961,11305.40039,11181.0,11222.40039,498300.0,-0.2361105978488922
2020-09-30,11244.4502,11295.40039,11184.5498,11247.5498,499300.0,0.7384962439537048
2020-10-01,11364.4502,11428.59961,11347.0498,11416.9502,447700.0,0.6975204348564148
2020-10-05,11487.7998,11578.0498,11452.2998,11503.34961,530600.0,0.7261463403701782
2020-10-06,11603.4502,11680.2998,11564.2998,11662.40039,561400.0,-0.1759969051927328
2020-10-07,11679.25,11763.0498,11629.34961,11738.84961,513400.0,0.5007926424344381
2020-10-08,11835.40039,11905.7002,11791.15039,11834.59961,608800.0,0.5897620543837547
2020-10-09,11852.0498,11938.59961,11805.2002,11914.2002,611100.0,0.7480194047093391
2020-10-12,11973.5498,12022.0498,11867.2002,11930.9502,522600.0,0.3902952075004577
2020-10-13,11934.65039,11988.2002,11888.90039,11934.5,458300.0,0.5321361844738325
2020-10-14,11917.40039,11997.2002,11822.15039,11971.0498,569200.0,0.5878449268639088
2020-10-15,12023.4502,12025.4502,11661.2998,11680.34961,608900.0,0.4787188301032239
2020-10-16,11727.40039,11789.75,11667.84961,11762.4502,555800.0,0.3484293719132741
2020-10-19,11879.2002,11898.25,11820.40039,11873.0498,541400.0,0.4596823289990425
2020-10-20,11861.0,11949.25,11837.25,11896.7998,453600.0,0.7496628718716758
2020-10-21,11958.5498,12018.65039,11775.75,11937.65039,623700.0,0.1840790180223328
2020-10-22,11890.0,11939.5498,11823.4502,11896.4502,544900.0,0.1841113393194973
2020-10-23,11957.90039,11974.5498,11908.75,11930.34961,502300.0,-0.2964772857152499
2020-10-26,11937.40039,11942.84961,11711.7002,11767.75,519800.0,0.6688742901270206
2020-10-27,11807.09961,11899.0498,11723.0,11889.40039,616300.0,0.6559302893777689
2020-10-28,11922.59961,11929.40039,11684.84961,11729.59961,704000.0,0.2273386095960935
2020-10-29,11633.2998,11744.15039,11606.4502,11670.7998,555000.0,0.7402825595604049
2020-10-30,11678.4502,11748.9502,11535.4502,11642.40039,553700.0,0.2941862314939499
2020-11-02,11697.34961,11725.65039,11557.40039,11669.15039,568400.0,0.5273918179938426
2020-11-03,11734.4502,11836.2002,11723.2998,11813.5,674300.0,0.437415367678592
2020-11-04,11783.34961,11929.65039,11756.40039,11908.5,667300.0,0.5431948913947532
2020-11-05,12062.40039,12131.09961,12027.59961,12120.2998,632500.0,0.5840344093739985
2020-11-06,12156.65039,12280.40039,12131.84961,12263.5498,576800.0,0.4191959740387068
2020-11-09,12399.40039,12474.0498,12367.34961,12461.0498,553400.0,0.3591089714318514
2020-11-10,12556.40039,12643.90039,12475.25,12631.09961,847500.0,-0.1678559865270341
2020-11-11,12680.59961,12769.75,12571.09961,12749.15039,880500.0,0.47326521710916
2020-11-12,12702.15039,12741.15039,12624.84961,12690.7998,622000.0,0.4718905925750732
2020-11-13,12659.7002,12735.9502,12607.7002,12719.9502,513900.0,0.2128129452466964
2020-11-17,12932.5,12934.0498,12797.09961,12874.2002,707700.0,0.4874629341065883
2020-11-18,12860.09961,12948.84961,12819.34961,12938.25,731300.0,0.6195760488510131
2020-11-19,12839.5,12963.0,12745.75,12771.7002,768800.0,0.6047877895512751
2020-11-20,12813.40039,12892.4502,12730.25,12859.0498,664000.0,0.0216476743419965
2020-11-23,12960.2998,12968.84961,12825.7002,12926.4502,633100.0,0.4798187464475631
2020-11-24,13002.59961,13079.09961,12978.0,13055.15039,571900.0,0.5451126754283905
2020-11-25,13130.0,13145.84961,12833.65039,12858.40039,679000.0,-0.0071364492177963
2020-11-26,12906.4502,13018.0,12790.40039,12987.0,549800.0,0.2165925055742263
2020-11-27,13012.0498,13035.2998,12914.2998,12968.9502,1162400.0,0.1308680847287177
2020-12-01,13062.2002,13128.40039,12962.7998,13109.0498,583600.0,0.391921223141253
2020-12-02,13121.40039,13128.5,12983.5498,13113.75,717700.0,0.2878413423895836
2020-12-03,13215.2998,13216.59961,13107.90039,13133.90039,713700.0,0.0179439678788185
2020-12-04,13177.40039,13280.0498,13152.84961,13258.5498,640500.0,0.2106449731758662
2020-12-07,13264.84961,13366.65039,13241.9502,13355.75,591700.0,0.3782417544951805
2020-12-08,13393.84961,13435.4502,13311.0498,13392.9502,543200.0,0.3446804632743199
2020-12-09,13458.09961,13548.90039,13449.59961,13529.09961,502600.0,-0.1428194046020507
2020-12-10,13488.5,13503.5498,13399.2998,13478.2998,553400.0,0.0188440829515457
2020-12-11,13512.2998,13579.34961,13402.84961,13513.84961,787700.0,0.1324581947516311
2020-12-14,13571.4502,13597.5,13472.4502,13558.15039,558400.0,-0.2797331276039282
2020-12-15,13547.2002,13589.65039,13447.0498,13567.84961,497600.0,0.2911635011434555
2020-12-16,13663.09961,13692.34961,13606.4502,13682.7002,462200.0,0.7012583017349243
2020-12-17,13713.5498,13773.25,13673.5498,13740.7002,416000.0,0.5947089642286301
2020-12-18,13764.40039,13772.84961,13658.59961,13760.5498,519400.0,-0.4676488466560841
2020-12-21,13741.90039,13777.5,13131.4502,13328.40039,687300.0,0.5336471324165662
2020-12-22,13373.65039,13492.0498,13192.90039,13466.2998,696200.0,0.2156884130090475
2020-12-23,13473.5,13619.4502,13432.2002,13601.09961,458700.0,0.5943636894226074
2020-12-24,13672.15039,13771.75,13626.90039,13749.25,471400.0,0.0308194775134324
2020-12-28,13815.15039,13885.2998,13811.5498,13873.2002,403600.0,-0.6459115743637085
2020-12-29,13910.34961,13967.59961,13859.90039,13932.59961,439600.0,0.302818402647972
2020-12-30,13980.90039,13997.0,13864.9502,13981.9502,380700.0,0.2307836227118969
2020-12-31,13970.0,14024.84961,13936.4502,13981.75,452400.0,0.2117739301174878
2021-01-01,13996.09961,14049.84961,13991.34961,14018.5,358100.0,0.0
2021-01-04,14104.34961,14147.9502,13953.75,14132.90039,495000.0,0.0
2021-01-05,14075.15039,14215.59961,14048.15039,14199.5,492500.0,0.0
2021-01-06,14240.9502,14244.15039,14039.90039,14146.25,632300.0,0.0
2021-01-07,14253.75,14256.25,14123.09961,14137.34961,559200.0,0.0
2021-01-08,14258.40039,14367.2998,14221.65039,14347.25,613500.0,0.0
2021-01-11,14474.0498,14498.2002,14383.09961,14484.75,672900.0,0.0
2021-01-12,14473.7998,14590.65039,14432.84961,14563.4502,929600.0,0.0
2021-01-13,14639.7998,14653.34961,14435.7002,14564.84961,874000.0,0.0
2021-01-14,14550.0498,14617.7998,14471.5,14595.59961,620200.0,0.0
2021-01-15,14594.34961,14617.4502,14357.84961,14433.7002,789600.0,0.0
2021-01-18,14453.2998,14459.15039,14222.7998,14281.2998,762000.0,0.0
2021-01-19,14371.65039,14546.0498,14350.84961,14521.15039,546100.0,-0.9250664114952089
2021-01-20,14538.2998,14666.4502,14517.5498,14644.7002,623100.0,0.9235660433769226
2021-01-21,14730.9502,14753.5498,14517.25,14590.34961,704600.0,0.0
2021-01-22,14583.40039,14619.90039,14357.75,14371.90039,776800.0,0.7897151112556458
2021-01-25,14477.7998,14491.09961,14218.59961,14238.90039,618600.0,0.0
2021-01-27,14237.9502,14237.9502,13929.2998,13967.5,660700.0,0.0
2021-01-28,13810.40039,13898.25,13713.25,13817.5498,637900.0,0.8089088797569275
2021-01-29,13946.59961,13966.84961,13596.75,13634.59961,753200.0,0.0
2021-02-01,13758.59961,14336.34961,13661.75,14281.2002,870500.0,0.917962372303009
2021-02-02,14481.09961,14731.7002,14469.15039,14647.84961,915000.0,0.0
2021-02-03,14754.90039,14868.84961,14574.15039,14789.9502,869500.0,0.0
2021-02-04,14789.0498,14913.7002,14714.75,14895.65039,884700.0,0.0
